ENSG00000147443.11	DOK2
ENSG00000089486.15	CDIP1
ENSG00000162624.13	LHX8
ENSG00000221401.1	AC025594.1
ENSG00000107929.13	LARP4B
ENSG00000169181.11	GSG1L
ENSG00000213063.3	RPL29P7
ENSG00000144331.17	ZNF385B
ENSG00000230379.4	AP000146.1
ENSG00000185710.8	SMG1P4
ENSG00000207361.1	RNU6-178P
ENSG00000138443.14	ABI2
ENSG00000183347.14	GBP6
ENSG00000164548.9	TRA2A
ENSG00000261693.1	AC134682.1
ENSG00000231259.4	ANAPC1P2
ENSG00000101150.16	TPD52L2
ENSG00000205861.10	PCOTH
ENSG00000154359.11	LONRF1
ENSG00000143363.14	PRUNE1
ENSG00000170291.13	ELP5
ENSG00000223711.1	AC069213.1
ENSG00000205716.4	FAM183DP
ENSG00000253251.2	SHLD3
ENSG00000161970.11	RPL26
ENSG00000241305.1	ACTG1P13
ENSG00000242661.1	RPS3AP43
ENSG00000272054.1	AC007390.1
ENSG00000267413.1	LINC01901
ENSG00000187735.11	TCEA1
ENSG00000165516.9	KLHDC2
ENSG00000207835.1	AC244250.3
ENSG00000151883.15	PARP8
ENSG00000272047.1	GTF2H5
ENSG00000115970.17	THADA
ENSG00000082516.8	GEMIN5
ENSG00000277806.1	AC006213.4
ENSG00000229939.1	AL589880.1
ENSG00000225383.5	SFTA1P
ENSG00000198106.8	AC025279.1
ENSG00000260410.2	AC040169.2
ENSG00000273419.1	AC004877.1
ENSG00000176463.12	SLCO3A1
ENSG00000267669.1	AC098847.1
ENSG00000108799.11	EZH1
ENSG00000122547.9	EEPD1
ENSG00000233006.5	MIR3936HG
ENSG00000237506.3	RPSAP15
ENSG00000165637.12	VDAC2
ENSG00000251323.2	LINC02728
ENSG00000227135.1	GCSAML-AS1
ENSG00000245060.5	LINC00847
ENSG00000168539.3	CHRM1
ENSG00000235100.3	AL157400.3
ENSG00000004866.17	ST7
ENSG00000226608.3	FTLP3
ENSG00000185869.12	ZNF829
ENSG00000130477.13	UNC13A
ENSG00000237864.1	LINC00322
ENSG00000203883.6	SOX18
ENSG00000253742.1	IGHV3-60
ENSG00000164713.8	BRI3
ENSG00000269791.4	SSX4B
ENSG00000205078.5	SYCE1L
ENSG00000154783.9	FGD5
ENSG00000151789.8	ZNF385D
ENSG00000248626.1	GAPDHP40
ENSG00000136279.17	DBNL
ENSG00000259116.1	AL049869.2
ENSG00000164978.16	NUDT2
ENSG00000171051.7	FPR1
ENSG00000271882.1	AP001330.4
ENSG00000273965.1	AC243654.1
ENSG00000169896.15	ITGAM
ENSG00000174788.8	PCP2
ENSG00000187912.10	CLEC17A
ENSG00000185087.10	FAM169B
ENSG00000249395.2	CASC9
ENSG00000253896.3	AC144568.2
ENSG00000248027.1	ARHGAP42-AS1
ENSG00000147036.10	LANCL3
ENSG00000229153.4	EPHA1-AS1
ENSG00000230476.1	OFD1P9Y
ENSG00000279187.1	AC027601.4
ENSG00000108255.6	CRYBA1
ENSG00000178149.15	DALRD3
ENSG00000255248.5	MIR100HG
ENSG00000212160.1	RNU6-205P
ENSG00000087338.4	GMCL1
ENSG00000277447.1	AP005431.1
ENSG00000238728.1	MIR1972-1
ENSG00000181588.16	MEX3D
ENSG00000168906.11	MAT2A
ENSG00000198502.5	HLA-DRB5
ENSG00000117697.13	NSL1
ENSG00000173432.9	SAA1
ENSG00000272945.1	AL356299.2
ENSG00000152689.16	RASGRP3
ENSG00000266052.1	MIR4500
ENSG00000184619.3	KRBA2
ENSG00000279368.1	AL031123.3
ENSG00000150394.12	CDH8
ENSG00000184113.9	CLDN5
ENSG00000196564.4	BLOC1S6P1
ENSG00000199836.1	RNU1-47P
ENSG00000102970.9	CCL17
ENSG00000205361.7	MT1DP
ENSG00000253203.5	GUSBP3
ENSG00000256944.1	AP003721.3
ENSG00000224781.1	EIF4A2P4
ENSG00000261090.1	AC127459.2
ENSG00000231119.2	AL031666.1
ENSG00000140391.13	TSPAN3
ENSG00000227946.1	AC007383.1
ENSG00000278970.1	HEIH
ENSG00000270605.1	AL353622.1
ENSG00000240418.1	AC020917.1
ENSG00000225978.3	HAR1A
ENSG00000267374.1	MIR924HG
ENSG00000254030.1	IGLC5
ENSG00000233996.1	KDM3AP1
ENSG00000153790.10	C7orf31
ENSG00000233081.1	AL353764.1
ENSG00000120008.14	WDR11
ENSG00000179912.18	R3HDM2
ENSG00000174672.14	BRSK2
ENSG00000152253.7	SPC25
ENSG00000254415.3	SIGLEC14
ENSG00000265273.1	PGDP1
ENSG00000154646.7	TMPRSS15
ENSG00000272138.1	LINC01607
ENSG00000141551.13	CSNK1D
ENSG00000197558.10	SSPOP
ENSG00000211790.2	TRAV8-4
ENSG00000189120.4	SP6
ENSG00000250392.2	LINC02502
ENSG00000213918.9	DNASE1
ENSG00000266805.1	AP005432.1
ENSG00000236924.1	AL162411.1
ENSG00000259823.4	LYPD8
ENSG00000167523.12	SPATA33
ENSG00000229912.1	AC128709.1
ENSG00000224114.1	AL591846.1
ENSG00000177291.3	GJD4
ENSG00000275017.1	AL353748.2
ENSG00000170745.10	KCNS3
ENSG00000184363.8	PKP3
ENSG00000267422.1	AC016582.2
ENSG00000153406.12	NMRAL1
ENSG00000264918.1	AC005229.1
ENSG00000008516.15	MMP25
ENSG00000008441.15	NFIX
ENSG00000228708.1	AL109763.1
ENSG00000166860.2	ZBTB39
ENSG00000272892.1	AL133551.1
ENSG00000187527.9	ATP13A5
ENSG00000155090.13	KLF10
ENSG00000229931.1	ATXN1-AS1
ENSG00000142798.15	HSPG2
ENSG00000232587.1	EEF1A1P3
ENSG00000224976.2	PARP4P2
ENSG00000211746.3	TRBV19
ENSG00000251750.1	RNU5F-8P
ENSG00000164627.16	KIF6
ENSG00000183032.9	SLC25A21
ENSG00000176473.12	WDR25
ENSG00000233775.1	AL109945.1
ENSG00000153310.17	CYRIB
ENSG00000248740.4	LINC02428
ENSG00000224349.2	FAM135A-AS1
ENSG00000203710.9	CR1
ENSG00000197251.3	LINC00336
ENSG00000213058.3	AL365357.1
ENSG00000278792.1	AC132192.1
ENSG00000137504.12	CREBZF
ENSG00000163909.7	HEYL
ENSG00000270171.1	AL359881.3
ENSG00000125900.11	SIRPD
ENSG00000122642.9	FKBP9
ENSG00000258420.1	LONRF2P3
ENSG00000164366.3	CCDC127
ENSG00000248265.1	FLJ12825
ENSG00000258591.2	PPIAP4
ENSG00000251448.1	AC063919.1
ENSG00000100462.14	PRMT5
ENSG00000173295.6	FAM86B3P
ENSG00000213036.3	AL445305.1
ENSG00000235954.5	TTC28-AS1
ENSG00000180929.5	GPR62
ENSG00000170836.10	PPM1D
ENSG00000178947.8	SMIM10L2A
ENSG00000120333.4	MRPS14
ENSG00000259130.1	AL133371.3
ENSG00000233435.1	AGGF1P2
ENSG00000175691.8	ZNF77
ENSG00000228232.1	GAPDHP1
ENSG00000171150.7	SOCS5
ENSG00000166926.7	MS4A6E
ENSG00000236320.3	SLFN14
ENSG00000211745.3	TRBV4-2
ENSG00000088451.9	TGDS
ENSG00000184441.4	AP001062.1
